KL
------------------------------------------------------------------------------------------------------------------
| Key                                                              | Hex Value | Dec Value | Unit              |
------------------------------------------------------------------------------------------------------------------
| Coder Wheel Average Diameter                                     | 0076C5    | 30.40     | mm                |
| Coder Wheel Average Delta Diameter                               | 000000    | 0.000     | mm                |
| Coder Wheel Distance Between Wheels                              | 045178    | 283.0     | mm                |
| Coder Wheel Pulse By Rotation                                    | 312D00    | 20000.0   | pulse / rotation  |
------------------------------------------------------------------------------------------------------------------
| Motor Wheel Average Diameter                                     | 00F230    | 62.00     | mm                |
| Motor Wheel Distance Between Wheels                              | 03A980    | 240.0     | mm                |
| Motor Wheel Rotation By Second At Full Speed/PWM                 | 001B58    | 7.000     | rotation / second |
| Motor Max Torque                                                 | 0061A8    | 25.00     | milliNewton       |
| Motor Reductor Ratio                                             | 0036B0    | 14.00     | -                 |
------------------------------------------------------------------------------------------------------------------
| Robot Weight                                                     | 001770    | 6000.0    | grams             |
------------------------------------------------------------------------------------------------------------------

------------------------------------------------------------------------------------------------------------------
| Key                                                              | Hex Value | Dec Value | Unit              |
------------------------------------------------------------------------------------------------------------------
| Computed : Robot Speed Max                                       | 1363.4    | mm / second       |
| Computed : Robot Acceleration Max                                | 940.8     | mm / Second^2     |
| Computed : Coder Wheels Distance from Center                     | 141.5     | mm                |
| Computed : Coder Left Wheel Length for One Pulse                 | 4776.0    | nanometer         |
| Computed : Coder Right Wheel Length for One Pulse                | 4776.0    | nanometer         |
| Computed : Coder Average Wheel Length for One Pulse              | 4776.0    | nanometer         |
| Computed : Coder Wheel / Motor Wheel Average Diameter Factor     | 0.490     | -                 |
| Computed : Coder Wheel Pulse By Seconds At FullSpeed (Forward)   | 285479.3  | pulse / second    |
| Computed : Coder Wheel Pulse By Seconds At FullSpeed (Rotation)  | 336627.7  | pulse / second    |
| Computed : Left Wheel mm for 90 deg                              | -222.2    | mm                |
| Computed : Right Wheel mm for 90 deg                             | 222.2     | mm                |
------------------------------------------------------------------------------------------------------------------
aKLPM
------------------------------------------------------------------------------------------------------------------
| idx  | motionType               | speed (Hex) | a (Hex)     | speed (Dec) | a (Dec)                         |
|      |                          | mm / sec    | mm / sec^2  | mm / sec    | mm / sec^2                      |
------------------------------------------------------------------------------------------------------------------
| 0    | FORWARD-BACKWARD         | 0400        | 0380        | 1024.0      | 896.0                           |
| 1    | ROTATION                 | 0300        | 0300        | 768.0       | 768.0                           |
| 2    | ROTATION_ONE_WHEEL       | 0200        | 0200        | 512.0       | 512.0                           |
| 3    | MAINTAIN_POSITION        | 0010        | 0010        | 16.00       | 16.00                           |
------------------------------------------------------------------------------------------------------------------
aPMPP
------------------------------------------------------------------------------------------------------------------
| PID | PID        | Prop. | Int.  | Deriv. | Max Int. | Prop. | Int.  | Deriv. | Max Int.      |
| Idx | Type       | (Dec).| (Dec) | (Dec)  | (Dec)    | (Hex) | (Hex) | (Hex)  | (Hex)         |
------------------------------------------------------------------------------------------------------------------
| 0   | NONE       | 0.000 | 0.000 | 0.000  | 0.000    | 0000  | 0000  | 0000   | 0000          |
| 1   | GO         | 3.000 | 0.000 | 25.60  | 0.000    | 001E  | 0000  | 0100   | 0000          |
| 2   | ROTATE     | 3.000 | 0.000 | 25.60  | 0.000    | 001E  | 0000  | 0100   | 0000          |
| 3   | FINAL      | 3.000 | 0.000 | 25.60  | 0.000    | 001E  | 0000  | 0100   | 0000          |
| 4   | MAINTAIN   | 5.000 | 0.000 | 51.20  | 0.000    | 0032  | 0000  | 0200   | 0000          |
| 5   | ADJUST     | 1.000 | 0.000 | 1.000  | 0.000    | 000A  | 0000  | 000A   | 0000          |
------------------------------------------------------------------------------------------------------------------
aPPMf0200aMfNO_POSITION_TO_REACH->POSITION_IN_PROGRESS
PG
------------------------------------------------------------------------------------------------------------------
| Instr.| Pid   | Pid   | Normal | Real     | Normal  | Real     | Prop. | Int.  | Deriv.| PE x P| IE x I| DE x D| Normal | U     | End Integral | End Abs   | End Abs   |
| Type  | Time  | Type  | Speed  | Speed    | Position| Position | Error | Error | Error |       |       |       | U      |       | Time         | Speed Int.| U Int.    |
|       |       |       | mm / s | mm / s   | mm      | mm       | mm    | mm * s| mm / s|       |       |       |        |       |              |           |           |
------------------------------------------------------------------------------------------------------------------
| THETA | 0.033 | GO    | 30.13  | 0.000    | 0.506   | 0.000    | 0.506 | 0.506 | 0.506 | 1.520 | 0.000 | 12.97 | 5.525  | 20.01 |
| THETA | 0.050 | GO    | 45.30  | 3.526    | 1.145   | 0.059    | 1.085 | 1.592 | 0.578 | 3.256 | 0.000 | 14.81 | 8.306  | 26.38 |
| THETA | 0.060 | GO    | 54.41  | 14.54    | 1.652   | 0.207    | 1.444 | 3.037 | 0.359 | 4.334 | 0.000 | 9.198 | 9.978  | 23.51 |
| THETA | 0.070 | GO    | 63.56  | 14.27    | 2.254   | 0.353    | 1.901 | 4.938 | 0.456 | 5.704 | 0.000 | 11.68 | 11.65  | 29.04 |
| THETA | 0.081 | GO    | 72.74  | 15.85    | 2.952   | 0.515    | 2.436 | 7.375 | 0.535 | 7.310 | 0.000 | 13.70 | 13.33  | 34.35 |
| THETA | 0.091 | GO    | 81.88  | 23.15    | 3.741   | 0.752    | 2.989 | 10.36 | 0.552 | 8.969 | 0.000 | 14.15 | 15.01  | 38.13 |
| THETA | 0.102 | GO    | 91.43  | 30.70    | 4.665   | 1.079    | 3.586 | 13.95 | 0.596 | 10.75 | 0.000 | 15.26 | 16.76  | 42.78 |
| THETA | 0.112 | GO    | 100.6  | 39.87    | 5.648   | 1.487    | 4.160 | 18.11 | 0.574 | 12.48 | 0.000 | 14.71 | 18.44  | 45.64 |
| THETA | 0.122 | GO    | 110.1  | 50.79    | 6.768   | 2.027    | 4.740 | 22.85 | 0.579 | 14.22 | 0.000 | 14.84 | 20.19  | 49.25 |
| THETA | 0.133 | GO    | 119.3  | 67.41    | 7.946   | 2.719    | 5.226 | 28.07 | 0.485 | 15.68 | 0.000 | 12.44 | 21.88  | 50.00 |
| THETA | 0.143 | GO    | 128.8  | 75.29    | 9.264   | 3.519    | 5.745 | 33.82 | 0.518 | 17.23 | 0.000 | 13.27 | 23.62  | 54.13 |
| THETA | 0.154 | GO    | 138.3  | 80.00    | 10.68   | 4.372    | 6.316 | 40.14 | 0.571 | 18.94 | 0.000 | 14.62 | 25.37  | 58.95 |
| THETA | 0.160 | GO    | 143.7  | 100.4    | 11.52   | 4.967    | 6.556 | 46.69 | 0.240 | 19.67 | 0.000 | 6.154 | 26.34  | 52.17 |
| THETA | 0.171 | GO    | 153.2  | 106.0    | 13.10   | 6.094    | 7.007 | 53.70 | 0.450 | 21.02 | 0.000 | 11.52 | 28.09  | 60.63 |
| THETA | 0.181 | GO    | 162.7  | 114.6    | 14.77   | 7.312    | 7.467 | 61.17 | 0.460 | 22.40 | 0.000 | 11.78 | 29.84  | 64.03 |
| THETA | 0.192 | GO    | 172.2  | 131.9    | 16.55   | 8.713    | 7.845 | 69.01 | 0.377 | 23.53 | 0.000 | 9.671 | 31.58  | 64.79 |
| THETA | 0.202 | GO    | 181.8  | 147.2    | 18.44   | 10.28    | 8.162 | 77.18 | 0.317 | 24.48 | 0.000 | 8.129 | 33.33  | 65.95 |
| THETA | 0.213 | GO    | 191.3  | 163.6    | 20.42   | 12.02    | 8.406 | 85.58 | 0.243 | 25.21 | 0.000 | 6.237 | 35.08  | 66.53 |
| THETA | 0.219 | GO    | 196.9  | 165.2    | 21.64   | 13.05    | 8.587 | 94.17 | 0.181 | 25.76 | 0.000 | 4.639 | 36.11  | 66.51 |
| THETA | 0.230 | GO    | 206.4  | 192.0    | 23.79   | 15.10    | 8.690 | 102.8 | 0.103 | 26.07 | 0.000 | 2.637 | 37.86  | 66.57 |
| THETA | 0.241 | GO    | 216.0  | 195.1    | 26.03   | 17.17    | 8.862 | 111.7 | 0.171 | 26.58 | 0.000 | 4.392 | 39.60  | 70.58 |
| THETA | 0.251 | GO    | 225.5  | 207.2    | 28.38   | 19.37    | 9.006 | 120.7 | 0.143 | 27.01 | 0.000 | 3.680 | 41.35  | 72.05 |
| THETA | 0.262 | GO    | 235.3  | 216.7    | 30.92   | 21.76    | 9.157 | 129.8 | 0.151 | 27.47 | 0.000 | 3.874 | 43.16  | 74.50 |
| THETA | 0.273 | GO    | 245.2  | 238.4    | 33.56   | 24.38    | 9.178 | 139.0 | 0.021 | 27.53 | 0.000 | 0.540 | 44.97  | 73.04 |
