Mb0200aMbPOSITION_IN_PROGRESS->NO_POSITION_TO_REACH
NO_POSITION_TO_REACH->POSITION_IN_PROGRESS
KL
------------------------------------------------------------------------------------------------------------------
| Key                                                              | Hex Value | Dec Value | Unit              |
------------------------------------------------------------------------------------------------------------------
| Coder Wheel Average Diameter                                     | 0076C5    | 30.40     | mm                |
| Coder Wheel Average Delta Diameter                               | 000000    | 0.000     | mm                |
| Coder Wheel Distance Between Wheels                              | 045178    | 283.0     | mm                |
| Coder Wheel Pulse By Rotation                                    | 312D00    | 20000.0   | pulse / rotation  |
------------------------------------------------------------------------------------------------------------------
| Motor Wheel Average Diameter                                     | 00F230    | 62.00     | mm                |
| Motor Wheel Distance Between Wheels                              | 03A980    | 240.0     | mm                |
| Motor Wheel Rotation By Second At Full Speed/PWM                 | 001B58    | 7.000     | rotation / second |
| Motor Max Torque                                                 | 0061A8    | 25.00     | milliNewton       |
| Motor Reductor Ratio                                             | 0036B0    | 14.00     | -                 |
------------------------------------------------------------------------------------------------------------------
| Robot Weight                                                     | 001770    | 6000.0    | grams             |
------------------------------------------------------------------------------------------------------------------

------------------------------------------------------------------------------------------------------------------
| Key                                                              | Hex Value | Dec Value | Unit              |
------------------------------------------------------------------------------------------------------------------
| Computed : Robot Speed Max                                       | 1363.4    | mm / second       |
| Computed : Robot Acceleration Max                                | 940.8     | mm / Second^2     |
| Computed : Coder Wheels Distance from Center                     | 141.5     | mm                |
| Computed : Coder Left Wheel Length for One Pulse                 | 4776.0    | nanometer         |
| Computed : Coder Right Wheel Length for One Pulse                | 4776.0    | nanometer         |
| Computed : Coder Average Wheel Length for One Pulse              | 4776.0    | nanometer         |
| Computed : Coder Wheel / Motor Wheel Average Diameter Factor     | 0.490     | -                 |
| Computed : Coder Wheel Pulse By Seconds At FullSpeed (Forward)   | 285479.3  | pulse / second    |
| Computed : Coder Wheel Pulse By Seconds At FullSpeed (Rotation)  | 336627.7  | pulse / second    |
| Computed : Left Wheel mm for 90 deg                              | -222.2    | mm                |
| Computed : Right Wheel mm for 90 deg                             | 222.2     | mm                |
------------------------------------------------------------------------------------------------------------------
aKLPM
------------------------------------------------------------------------------------------------------------------
| idx  | motionType               | speed (Hex) | a (Hex)     | speed (Dec) | a (Dec)                         |
|      |                          | mm / sec    | mm / sec^2  | mm / sec    | mm / sec^2                      |
------------------------------------------------------------------------------------------------------------------
| 0    | FORWARD-BACKWARD         | 0400        | 0380        | 1024.0      | 896.0                           |
| 1    | ROTATION                 | 0300        | 0300        | 768.0       | 768.0                           |
| 2    | ROTATION_ONE_WHEEL       | 0200        | 0200        | 512.0       | 512.0                           |
| 3    | MAINTAIN_POSITION        | 0010        | 0010        | 16.00       | 16.00                           |
------------------------------------------------------------------------------------------------------------------
aPMPP
------------------------------------------------------------------------------------------------------------------
| PID | PID        | Prop. | Int.  | Deriv. | Max Int. | Prop. | Int.  | Deriv. | Max Int.      |
| Idx | Type       | (Dec).| (Dec) | (Dec)  | (Dec)    | (Hex) | (Hex) | (Hex)  | (Hex)         |
------------------------------------------------------------------------------------------------------------------
| 0   | NONE       | 0.000 | 0.000 | 0.000  | 0.000    | 0000  | 0000  | 0000   | 0000          |
| 1   | GO         | 3.000 | 0.000 | 25.60  | 0.000    | 001E  | 0000  | 0100   | 0000          |
| 2   | ROTATE     | 3.000 | 0.000 | 25.60  | 0.000    | 001E  | 0000  | 0100   | 0000          |
| 3   | FINAL      | 3.000 | 0.000 | 25.60  | 0.000    | 001E  | 0000  | 0100   | 0000          |
| 4   | MAINTAIN   | 5.000 | 0.000 | 51.20  | 0.000    | 0032  | 0000  | 0200   | 0000          |
| 5   | ADJUST     | 1.000 | 0.000 | 1.000  | 0.000    | 000A  | 0000  | 000A   | 0000          |
------------------------------------------------------------------------------------------------------------------
aPPMf0200aMfPOSITION_IN_PROGRESS->NO_POSITION_TO_REACH
NO_POSITION_TO_REACH->POSITION_IN_PROGRESS
PG
------------------------------------------------------------------------------------------------------------------
| Instr.| Pid   | Pid   | Normal | Real     | Normal  | Real     | Prop. | Int.  | Deriv.| PE x P| IE x I| DE x D| Normal | U     | End Integral | End Abs   | End Abs   |
| Type  | Time  | Type  | Speed  | Speed    | Position| Position | Error | Error | Error |       |       |       | U      |       | Time         | Speed Int.| U Int.    |
|       |       |       | mm / s | mm / s   | mm      | mm       | mm    | mm * s| mm / s|       |       |       |        |       |              |           |           |
------------------------------------------------------------------------------------------------------------------
| THETA | 0.040 | GO    | 36.32  | 0.000    | 0.736   | 0.000    | 0.736 | 0.736 | 0.736 | 2.209 | 0.000 | 18.85 | 6.660  | 27.72 |
| THETA | 0.057 | GO    | 51.49  | 5.783    | 1.479   | 0.097    | 1.381 | 2.118 | 0.645 | 4.145 | 0.000 | 16.52 | 9.442  | 30.11 |
| THETA | 0.063 | GO    | 56.74  | 15.90    | 1.796   | 0.191    | 1.605 | 3.723 | 0.223 | 4.816 | 0.000 | 5.728 | 10.40  | 20.94 |
| THETA | 0.073 | GO    | 65.88  | 21.28    | 2.422   | 0.408    | 2.014 | 5.738 | 0.408 | 6.042 | 0.000 | 10.46 | 12.08  | 28.58 |
| THETA | 0.083 | GO    | 75.06  | 20.28    | 3.144   | 0.616    | 2.528 | 8.266 | 0.513 | 7.584 | 0.000 | 13.15 | 13.76  | 34.50 |
| THETA | 0.093 | GO    | 84.20  | 23.15    | 3.957   | 0.852    | 3.104 | 11.37 | 0.576 | 9.313 | 0.000 | 14.75 | 15.44  | 39.51 |
| THETA | 0.100 | GO    | 89.85  | 26.89    | 4.505   | 1.022    | 3.483 | 14.85 | 0.379 | 10.45 | 0.000 | 9.705 | 16.47  | 36.63 |
| THETA | 0.110 | GO    | 99.03  | 40.11    | 5.472   | 1.432    | 4.040 | 18.89 | 0.556 | 12.12 | 0.000 | 14.24 | 18.15  | 44.52 |
| THETA | 0.120 | GO    | 108.2  | 48.50    | 6.534   | 1.929    | 4.604 | 23.49 | 0.564 | 13.81 | 0.000 | 14.44 | 19.84  | 48.10 |
| THETA | 0.131 | GO    | 117.7  | 63.86    | 7.737   | 2.610    | 5.127 | 28.62 | 0.523 | 15.38 | 0.000 | 13.39 | 21.59  | 50.37 |
| THETA | 0.142 | GO    | 127.2  | 74.84    | 9.039   | 3.405    | 5.634 | 34.26 | 0.506 | 16.90 | 0.000 | 12.96 | 23.33  | 53.20 |
| THETA | 0.152 | GO    | 136.4  | 94.44    | 10.38   | 4.372    | 6.017 | 40.27 | 0.383 | 18.05 | 0.000 | 9.808 | 25.01  | 52.87 |
| THETA | 0.162 | GO    | 145.9  | 99.94    | 11.89   | 5.437    | 6.457 | 46.73 | 0.439 | 19.37 | 0.000 | 11.25 | 26.76  | 57.40 |
| THETA | 0.173 | GO    | 155.5  | 110.8    | 13.49   | 6.614    | 6.881 | 53.61 | 0.424 | 20.64 | 0.000 | 10.86 | 28.51  | 60.02 |
| THETA | 0.179 | GO    | 161.1  | 110.9    | 14.49   | 7.314    | 7.180 | 60.79 | 0.298 | 21.54 | 0.000 | 7.641 | 29.55  | 58.73 |
| THETA | 0.190 | GO    | 170.6  | 130.8    | 16.25   | 8.704    | 7.553 | 68.35 | 0.372 | 22.65 | 0.000 | 9.547 | 31.29  | 63.50 |
| THETA | 0.201 | GO    | 180.2  | 150.3    | 18.12   | 10.30    | 7.819 | 76.17 | 0.266 | 23.45 | 0.000 | 6.818 | 33.04  | 63.31 |
| THETA | 0.211 | GO    | 189.7  | 171.8    | 20.09   | 12.13    | 7.958 | 84.12 | 0.139 | 23.87 | 0.000 | 3.571 | 34.79  | 62.24 |
| THETA | 0.222 | GO    | 199.2  | 178.4    | 22.15   | 14.02    | 8.129 | 92.25 | 0.170 | 24.38 | 0.000 | 4.362 | 36.53  | 65.28 |
| THETA | 0.233 | GO    | 208.7  | 188.3    | 24.32   | 16.03    | 8.295 | 100.5 | 0.166 | 24.88 | 0.000 | 4.261 | 38.28  | 67.43 |
| THETA | 0.243 | GO    | 218.3  | 202.5    | 26.60   | 18.18    | 8.412 | 108.9 | 0.116 | 25.23 | 0.000 | 2.994 | 40.03  | 68.26 |
| THETA | 0.249 | GO    | 223.9  | 203.0    | 27.99   | 19.46    | 8.527 | 117.4 | 0.114 | 25.58 | 0.000 | 2.924 | 41.06  | 69.57 |
| THETA | 0.260 | GO    | 233.7  | 226.2    | 30.49   | 21.93    | 8.555 | 126.0 | 0.028 | 25.66 | 0.000 | 0.724 | 42.86  | 69.25 |
| THETA | 0.271 | GO    | 243.6  | 238.4    | 33.12   | 24.56    | 8.558 | 134.6 | 0.003 | 25.67 | 0.000 | 0.080 | 44.67  | 70.42 |
| THETA | 0.282 | GO    | 253.4  | 248.1    | 35.85   | 27.29    | 8.562 | 143.1 | 0.004 | 25.68 | 0.000 | 0.108 | 46.47  | 72.27 |
